name,accuracy_test,accuracy_val,accuracy_train,num_LSTM,num_Dense_1,num_Dense_2,batch_size,reshape
MFCC-32,0.485,0.485,0.5366666666666666,50,32,8,32,False
MFCC-32,0.5125,0.52,0.6075,50,32,32,32,True
MFCC-32,0.5,0.5,0.5108333333333334,50,32,32,32,False
STFT-2048,0.5,0.5,0.5,5,8,8,32,True
STFT-2048,0.505,0.5075,0.5108333333333334,5,8,8,32,False
STFT-2048,0.5,0.5025,0.5,5,8,32,32,True
STFT-2048,0.51,0.5,0.5316666666666666,5,8,32,32,False
STFT-2048,0.5,0.5,0.5,5,32,8,32,True
STFT-2048,0.52,0.5075,0.5691666666666667,5,32,8,32,False
STFT-2048,0.5,0.5,0.5008333333333334,5,32,32,32,True
STFT-2048,0.4975,0.5075,0.5566666666666666,5,32,32,32,False
STFT-2048,0.5,0.5025,0.49583333333333335,10,8,8,32,True
STFT-2048,0.5,0.515,0.5641666666666667,10,8,8,32,False
STFT-2048,0.5,0.5,0.5,10,8,32,32,True
STFT-2048,0.5075,0.5025,0.5658333333333333,10,8,32,32,False
STFT-2048,0.5,0.5,0.5,10,32,8,32,True
STFT-2048,0.5125,0.5175,0.5641666666666667,10,32,8,32,False
STFT-2048,0.5,0.5,0.5,10,32,32,32,True
STFT-2048,0.5175,0.5175,0.5991666666666666,10,32,32,32,False
STFT-2048,0.5,0.5,0.5,30,8,8,32,True
STFT-2048,0.505,0.5075,0.5458333333333333,30,8,8,32,False
STFT-2048,0.5,0.5,0.5,30,8,32,32,True
STFT-2048,0.52,0.51,0.6033333333333334,30,8,32,32,False
STFT-2048,0.5,0.5,0.5,30,32,8,32,True
STFT-2048,0.5,0.5175,0.5475,30,32,8,32,False
STFT-2048,0.5,0.5,0.5,30,32,32,32,True
STFT-2048,0.5125,0.505,0.5741666666666667,30,32,32,32,False
STFT-2048,0.5,0.5,0.5,50,8,8,32,True
STFT-2048,0.5125,0.495,0.6141666666666666,50,8,8,32,False
STFT-2048,0.4975,0.4875,0.5016666666666667,50,8,32,32,True
STFT-2048,0.5075,0.5275,0.6175,50,8,32,32,False
STFT-2048,0.5,0.5,0.5,50,32,8,32,True
STFT-2048,0.5225,0.51,0.59,50,32,8,32,False
STFT-2048,0.5075,0.5225,0.5358333333333334,50,32,32,32,True
STFT-2048,0.5175,0.5075,0.575,50,32,32,32,False
STFT-512,0.505,0.53,0.5125,5,8,8,32,True
STFT-512,0.4975,0.49,0.5533333333333333,5,8,8,32,False
STFT-512,0.51,0.5175,0.5175,5,8,32,32,True
STFT-512,0.5,0.5,0.5,5,8,32,32,False
STFT-512,0.5,0.5,0.5,5,32,8,32,True
STFT-512,0.5075,0.5,0.56,5,32,8,32,False
STFT-512,0.5,0.5,0.5,5,32,32,32,True
STFT-512,0.5175,0.4925,0.52,5,32,32,32,False
STFT-512,0.5175,0.5275,0.5366666666666666,10,8,8,32,True
STFT-512,0.5175,0.5125,0.53,10,8,8,32,False
STFT-512,0.5,0.5,0.5,10,8,32,32,True
STFT-512,0.4975,0.49,0.5475,10,8,32,32,False
STFT-512,0.5,0.5175,0.5425,10,32,8,32,True
STFT-512,0.515,0.515,0.5816666666666667,10,32,8,32,False
STFT-512,0.48,0.49,0.5258333333333334,10,32,32,32,True
STFT-512,0.495,0.495,0.5933333333333334,10,32,32,32,False
STFT-512,0.5,0.5,0.5,30,8,8,32,True
STFT-512,0.505,0.5025,0.5675,30,8,8,32,False
STFT-512,0.5,0.5,0.5,30,8,32,32,True
STFT-512,0.5025,0.5025,0.5016666666666667,30,8,32,32,False
STFT-512,0.5,0.5,0.5,30,32,8,32,True
STFT-512,0.485,0.49,0.5825,30,32,8,32,False
STFT-512,0.5,0.5,0.5,30,32,32,32,True
STFT-512,0.495,0.495,0.5558333333333333,30,32,32,32,False
STFT-512,0.51,0.5,0.5066666666666667,50,8,8,32,True
STFT-512,0.5175,0.49,0.5933333333333334,50,8,8,32,False
STFT-512,0.5,0.5,0.5,50,8,32,32,True
STFT-512,0.5,0.4825,0.5491666666666667,50,8,32,32,False
STFT-512,0.51,0.4925,0.5216666666666666,50,32,8,32,True
STFT-512,0.4975,0.5,0.5066666666666667,50,32,8,32,False
STFT-512,0.5,0.5,0.5,50,32,32,32,True
STFT-512,0.51,0.495,0.5433333333333333,50,32,32,32,False
STFT-256,0.5,0.5,0.5,5,8,8,32,True
STFT-256,0.505,0.5,0.5225,5,8,8,32,False
STFT-256,0.5,0.5,0.5,5,8,32,32,True
STFT-256,0.5,0.5,0.5,5,8,32,32,False
STFT-256,0.5,0.5,0.5,5,32,8,32,True
STFT-256,0.5,0.5,0.5,5,32,8,32,False
STFT-256,0.5,0.5,0.5,5,32,32,32,True
STFT-256,0.5125,0.495,0.5233333333333333,5,32,32,32,False
STFT-256,0.5,0.5,0.5,10,8,8,32,True
STFT-256,0.52,0.51,0.5233333333333333,10,8,8,32,False
STFT-256,0.5,0.5,0.5,10,8,32,32,True
STFT-256,0.48,0.47,0.5408333333333334,10,8,32,32,False
STFT-256,0.5,0.5,0.5,10,32,8,32,True
STFT-256,0.5025,0.5,0.51,10,32,8,32,False
STFT-256,0.5,0.5,0.5,10,32,32,32,True
STFT-256,0.4925,0.4725,0.5608333333333333,10,32,32,32,False
STFT-256,0.5,0.5,0.5,30,8,8,32,True
STFT-256,0.4925,0.5,0.53,30,8,8,32,False
STFT-256,0.5,0.5,0.5,30,8,32,32,True
STFT-256,0.49,0.485,0.5166666666666667,30,8,32,32,False
STFT-256,0.5,0.5,0.5,30,32,8,32,True
STFT-256,0.4975,0.4975,0.5158333333333334,30,32,8,32,False
STFT-256,0.5,0.5,0.5,30,32,32,32,True
STFT-256,0.5,0.5,0.5016666666666667,30,32,32,32,False
STFT-256,0.5,0.5,0.5,50,8,8,32,True
STFT-256,0.4975,0.495,0.5175,50,8,8,32,False
STFT-256,0.5,0.5,0.5,50,8,32,32,True
STFT-256,0.5,0.5,0.5,50,8,32,32,False
STFT-256,0.5,0.5,0.5,50,32,8,32,True
STFT-256,0.5,0.5,0.5008333333333334,50,32,8,32,False
STFT-256,0.5,0.5,0.5,50,32,32,32,True
STFT-256,0.4975,0.5025,0.5008333333333334,50,32,32,32,False
STFT-64,0.5,0.5,0.5,5,8,8,32,True
STFT-64,0.5,0.5,0.5,5,8,8,32,False
STFT-64,0.5,0.5,0.5,5,8,32,32,True
STFT-64,0.5,0.5,0.5,5,8,32,32,False
STFT-64,0.5,0.5,0.5,5,32,8,32,True
STFT-64,0.5,0.5,0.5,5,32,8,32,False
STFT-64,0.5,0.5,0.5,5,32,32,32,True
STFT-64,0.5,0.5,0.5,5,32,32,32,False
STFT-64,0.5,0.5,0.5,10,8,8,32,True
STFT-64,0.5,0.5,0.5,10,8,8,32,False
STFT-64,0.5,0.5,0.5,10,8,32,32,True
STFT-64,0.5,0.4975,0.5,10,8,32,32,False
STFT-64,0.5,0.5,0.5,10,32,8,32,True
STFT-64,0.5,0.5,0.5,10,32,8,32,False
STFT-64,0.5,0.5,0.5,10,32,32,32,True
STFT-64,0.5,0.5,0.5,10,32,32,32,False
STFT-64,0.5,0.5,0.5,30,8,8,32,True
STFT-64,0.5,0.5,0.5025,30,8,8,32,False
STFT-64,0.5,0.5,0.5,30,8,32,32,True
STFT-64,0.5,0.5,0.5033333333333333,30,8,32,32,False
STFT-64,0.5,0.5,0.5,30,32,8,32,True
STFT-64,0.5,0.5,0.5016666666666667,30,32,8,32,False
STFT-64,0.5,0.5,0.5,30,32,32,32,True
STFT-64,0.5,0.5,0.5,30,32,32,32,False
STFT-64,0.5,0.5,0.5,50,8,8,32,True
STFT-64,0.5,0.5,0.5016666666666667,50,8,8,32,False
STFT-64,0.5,0.5,0.5,50,8,32,32,True
STFT-64,0.5,0.5,0.5,50,8,32,32,False
STFT-64,0.5,0.5,0.5,50,32,8,32,True
STFT-64,0.5,0.5,0.5,50,32,8,32,False
STFT-64,0.5,0.5,0.5,50,32,32,32,True
STFT-64,0.5,0.5,0.5,50,32,32,32,False
STFT-1024,0.5,0.5,0.5,5,8,8,32,True
STFT-1024,0.4875,0.4875,0.5083333333333333,5,8,8,32,False
STFT-1024,0.5,0.5,0.5,5,8,32,32,True
STFT-1024,0.53,0.5125,0.5525,5,8,32,32,False
STFT-1024,0.5,0.5,0.5,5,32,8,32,True
STFT-1024,0.5125,0.4875,0.5708333333333333,5,32,8,32,False
STFT-1024,0.5,0.5,0.5,5,32,32,32,True
STFT-1024,0.4925,0.5025,0.535,5,32,32,32,False
STFT-1024,0.5,0.5,0.5,10,8,8,32,True
STFT-1024,0.515,0.4675,0.5766666666666667,10,8,8,32,False
STFT-1024,0.5025,0.4925,0.5091666666666667,10,8,32,32,True
STFT-1024,0.5,0.5,0.5658333333333333,10,8,32,32,False
STFT-1024,0.5125,0.4925,0.5008333333333334,10,32,8,32,True
STFT-1024,0.5,0.505,0.525,10,32,8,32,False
STFT-1024,0.505,0.51,0.515,10,32,32,32,True
STFT-1024,0.5,0.5125,0.5525,10,32,32,32,False
STFT-1024,0.5,0.5,0.5,30,8,8,32,True
STFT-1024,0.5025,0.5,0.5591666666666667,30,8,8,32,False
STFT-1024,0.51,0.5125,0.5133333333333333,30,8,32,32,True
STFT-1024,0.5225,0.505,0.6025,30,8,32,32,False
STFT-1024,0.5,0.5,0.5,30,32,8,32,True
STFT-1024,0.5225,0.505,0.5833333333333334,30,32,8,32,False
STFT-1024,0.51,0.5,0.51,30,32,32,32,True
STFT-1024,0.49,0.4875,0.5716666666666667,30,32,32,32,False
